Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative_buckets,AdministrativeDuration_buckets,Informational_buckets,InformationalDuration_buckets,ProductRelated_buckets,ProductRelatedDuration_buckets,BounceRates_buckets,ExitRates_buckets,PageValues_buckets,SpecialDay_buckets
Nov,1,1,4,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,2,13,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,1,1,1,10,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,2,2,1,6,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,2,1,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,5,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,1,1,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,4,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow
Nov,1,1,4,10,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Dec,2,2,1,20,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,9,8,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,1,13,Returning_Visitor,False,True,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,1,10,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,3,1,Other,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Dec,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,4,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,7,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,2,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Nov,2,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,3,2,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,8,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,1,1,3,10,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,4,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,3,2,3,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,4,9,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,4,11,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Dec,4,2,1,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,10,4,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,9,13,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,2,2,6,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,2,1,2,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,Medium,VeryLow
Nov,3,2,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,6,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,3,2,1,13,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,8,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Dec,2,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,6,4,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Nov,2,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,5,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,2,2,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,1,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,3,8,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Dec,1,2,3,3,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,4,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Dec,4,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,8,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,4,7,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,3,10,Returning_Visitor,True,True,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,4,13,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,Medium,VeryLow
Nov,4,2,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Dec,2,4,1,1,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,9,11,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,1,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,13,9,20,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,3,2,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,4,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,1,13,Returning_Visitor,False,False,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Dec,2,2,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,True,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,1,1,4,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,5,6,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,2,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,1,2,5,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow
Dec,2,2,8,8,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,2,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,1,1,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,8,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,3,2,2,13,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Dec,2,2,3,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,8,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,6,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,2,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,6,1,Returning_Visitor,False,False,Medium,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,2,3,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,4,1,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Nov,3,2,3,10,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,1,2,Returning_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,3,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,5,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,3,2,1,20,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,VeryHigh,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Nov,3,2,3,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,9,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,1,10,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,4,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,3,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,3,2,2,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Nov,2,4,4,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,8,10,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,2,2,1,13,Returning_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,1,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,3,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,8,5,3,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,1,8,Returning_Visitor,False,True,Medium,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,4,3,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,1,1,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,1,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,1,8,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,1,1,3,11,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Nov,3,2,1,13,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,3,2,1,6,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,3,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Dec,2,2,1,1,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,1,1,3,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,1,Returning_Visitor,False,True,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,3,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,1,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,3,2,1,8,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,4,1,4,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,3,2,7,13,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Dec,1,1,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,1,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,1,1,2,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Dec,3,3,4,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,9,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,3,2,1,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,1,1,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Nov,2,2,3,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,2,1,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,5,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Dec,1,1,8,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Nov,1,1,8,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Dec,2,10,7,2,New_Visitor,True,True,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,3,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,1,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Nov,2,10,1,2,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,VeryHigh,VeryLow,VeryLow
Nov,3,2,7,6,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Dec,2,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Dec,2,2,9,8,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,4,1,6,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Dec,2,2,1,6,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Nov,2,4,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Dec,2,5,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Nov,4,2,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
